round_id,server_seed,client_seed,nonce,combined_hash,hex52,r_ratio,crash_multiplier,instant_crash,house_edge
9385,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9385,0c3679c9ab4a859018dda3fde3fe82442bc859b6cdf539e107473d82b873fd10,0c3679c9ab4a8,0.04770623,1.01,0,0.03
9386,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9386,53d4bc74b69e6f9a69ef5466dded97d218f64694690a319261a9b54459fedd46,53d4bc74b69e6,0.32746485,1.44,0,0.03
9387,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9387,468ad8b258cf2db391c151831e980de4eed94a2173f14c1f28071c9f1db2764a,468ad8b258cf2,0.27555613,1.33,0,0.03
9388,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9388,bd9875382054f5cf0ff28a5bfece68b123133770a3782a6274e6dd05593c5990,bd9875382054f,0.74060757,3.73,0,0.03
9389,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9389,5620fb83b6fde8a2f84fd629ae4722e03e0632236c6ce5c5823c46fec0b780d8,5620fb83b6fde,0.33644077,1.46,0,0.03
9390,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9390,34c139034adb419b5fada2f3c82effd2913815a681df7bd8358670d36944f7d9,34c139034adb4,0.20607334,1.22,0,0.03
9391,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9391,0d90f66c7d01bd99badc4af64554db621f593696317fc4aab8c40c232db7cc27,0d90f66c7d01b,0.05299320,1.02,0,0.03
9392,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9392,61ac4f1e95c97fd835bc2ff6499074749802d141e8f5d8e3546712e77e046ba4,61ac4f1e95c97,0.38153548,1.56,0,0.03
9393,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9393,0490b0ce93e6041f707bb373eea1b3819b447017c2440f08fbffe57a2b1852bb,0490b0ce93e60,0.01783280,1.00,1,0.03
9394,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9394,06f7b742018101956dd702cced40169961700efff4e4ecf5de626d75c2484185,06f7b74201810,0.02721734,1.00,1,0.03
9395,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9395,dcb115c483f0722104ee68ee8ad8f99651f2644a0fcc3c289f39a344f3e3b3ec,dcb115c483f07,0.86207710,7.03,0,0.03
9396,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9396,151b1733320eba589c2fdfe49e1fcd4cee40adeb04549c82cd041ff4cffc1fe3,151b1733320eb,0.08244462,1.05,0,0.03
9397,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9397,bf14695894cf50c0aa07b8abe59e2cd1a89959639053a8b595f3b8984e0277a6,bf14695894cf5,0.74640520,3.82,0,0.03
9398,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9398,edff90a8e34d32375e98c7ebdf06d244a8f97d42505c26ac6f97663af0ab3224,edff90a8e34d3,0.92968086,13.79,0,0.03
9399,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9399,e36ac8d2bcac1d18c0b7878f8bdd4697d5f0a68c3e26246fd9aa3c440d501d0c,e36ac8d2bcac1,0.88834815,8.68,0,0.03
9400,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9400,f331e2c032bb14d3815a6b33c6987928c699bfa5fe77d91f7bc0bfd76a7e2679,f331e2c032bb1,0.94997995,19.39,0,0.03
9401,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9401,88a9d289e4c07e26703bcfcca97839394bded5ab9c52cb780fd4e535f5a7d74a,88a9d289e4c07,0.53384128,2.08,0,0.03
9402,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9402,a49d4fdd2fd69221241e63f7f2d0cdd9fca8e50c353d1c94aa6dbc4ab9fb804b,a49d4fdd2fd69,0.64302539,2.71,0,0.03
9403,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9403,bcae03c57022a39648a6dab10613e4694a6de1f30699ff08242bb20f710d2997,bcae03c57022a,0.73703025,3.68,0,0.03
9404,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9404,32e31b959b6f3c621499248def448c447f39a600118f29bfd754c28ddc7727ec,32e31b959b6f3,0.19877789,1.21,0,0.03
9405,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9405,8df7f7a9fd5e1033ef8adc7ad8f7bbf44d3a6c8372faa4dccdca79d5c94e47f8,8df7f7a9fd5e1,0.55456493,2.17,0,0.03
9406,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9406,bb615953b34c923c998dd7d61fb1138f02d51580f25d010a89c36fd72617c70a,bb615953b34c9,0.73195418,3.61,0,0.03
9407,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9407,2c14f6722a1247a3572c7c54a2442ff23c712f9e33c066a2155d1c0d6a5904cd,2c14f6722a124,0.17219487,1.17,0,0.03
9408,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9408,88f5d62ad1b9da26e819c498b70da92cb22a532ef296fa72eb767a4289e71c68,88f5d62ad1b9d,0.53500117,2.08,0,0.03
9409,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9409,2368574eb198fc4572b14e05d7e055baecc1ac76737d550ef664eb449531fe50,2368574eb198f,0.13831087,1.12,0,0.03
9410,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9410,2b74708e999d472beb1cc7840299f3a9091d575d0943c4c0f68a945b19de9f37,2b74708e999d4,0.16974548,1.16,0,0.03
9411,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9411,93915a8e04d42b132918f7173f3023ecdcc7616761d76ee3ad6f771c00edcfd8,93915a8e04d42,0.57643667,2.29,0,0.03
9412,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9412,9ae8fcccd5242924fc167d8d0a947afb3ac9ffd2a681ab97844ceda4f9e90ce7,9ae8fcccd5242,0.60511761,2.45,0,0.03
9413,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9413,81be06d7a7c9effa4a0814c15ad6da974692fc981e91e4ca1cbc03e941eb7a1a,81be06d7a7c9e,0.50680583,1.96,0,0.03
9414,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9414,859a9230158d38f0661ae77f96291fef75039d6496ce8c9f7590873adfbcf7ea,859a9230158d3,0.52188982,2.02,0,0.03
9415,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9415,506f1cce5db140da50aee7c2e42fc97b639b57779c5759338b1b8f7eeaf79d10,506f1cce5db14,0.31419544,1.41,0,0.03
9416,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9416,878029d377c89a84b91cc11bba1fd1d511a1ff72265d93bf32e2d1d0ee32a103,878029d377c89,0.52929937,2.06,0,0.03
9417,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9417,6e1a89817ad736e2bf8538f3ba4b77c1d95290bfdb494d5b924c28a35c79c8ce,6e1a89817ad73,0.43009242,1.70,0,0.03
9418,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9418,1063adf3c6d77e9cb4d66ff3e18800a674edc592b8b76b6f6038d2b0cd5ee560,1063adf3c6d77,0.06402099,1.03,0,0.03
9419,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9419,9cd7b543330c7898d05c588488f19f086ec8595aad2d7035a25b5b315f6d594d,9cd7b543330c7,0.61266644,2.50,0,0.03
9420,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9420,2694dd2ec115cdf747c71fdb2a085a8ae0108e865aee196e833d2a78cd7440ac,2694dd2ec115c,0.15070898,1.14,0,0.03
9421,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9421,9a60ce8a79074a2137a376c559eb64404a31a98b3dc46899cb14267d606a5be8,9a60ce8a79074,0.60303965,2.44,0,0.03
9422,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9422,bf55a0ccce6bc8e0cb02cdf40f90dd8b8abf14e8868f49a2b62d963579e9e53a,bf55a0ccce6bc,0.74740033,3.84,0,0.03
9423,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9423,4b2ad2511167556ed5d66b5151d4f0049bd411305995fd77bb573c12c2ff9921,4b2ad25111675,0.29362215,1.37,0,0.03
9424,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9424,63f4479a88c7ee8e4c9cecdd1f37f3889684772f9f72f927c4ea9cfdae9530cf,63f4479a88c7e,0.39044616,1.59,0,0.03
9425,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9425,2a932b0fb33963da673cd4bfe746d98bc3e2344659e2ca5d81274f305da86f57,2a932b0fb3396,0.16630811,1.16,0,0.03
9426,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9426,a34567dc43d41572a4ca8950b8f68354087496e8ff3c97d0fbc1fcb8d9f34c8e,a34567dc43d41,0.63777780,2.67,0,0.03
9427,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9427,9b31676212aa07e4cf41b1dd8710daa453ca7b23e5fcf81eda26fa2215df74f3,9b31676212aa0,0.60622259,2.46,0,0.03
9428,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9428,3e26541b62f588fb790c38af41278ff870c0e2f328907035075e909cf026823d,3e26541b62f58,0.24277235,1.28,0,0.03
9429,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9429,9dcf282fd39af1095b6288ff9a65a1611b15b80287ba888b2fd23e53000ef9ac,9dcf282fd39af,0.61644221,2.52,0,0.03
9430,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9430,d74f272c9a6c604548dbebd0a14fd3b0f95adaf3ae8a6889044d1d8851bc4648,d74f272c9a6c6,0.84105153,6.10,0,0.03
9431,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9431,3a6b95905ac635181c5d9b172b61a5c6155d6b9a77128ec740f76d12c734c7c2,3a6b95905ac63,0.22820411,1.25,0,0.03
9432,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9432,1e458e3736ffaf46082a7d4ac61ca822c07ba37cf96e747f2895f81ce2d274df,1e458e3736ffa,0.11824883,1.10,0,0.03
9433,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9433,da182295c7798da1f201b8874254c84bc334593eeccb996635f870ae3e1a6a33,da182295c7798,0.85193077,6.55,0,0.03
9434,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9434,b2c3aed7d671374e98f6dcb668abb0ff8aa242ac5018da17aefa7c975146105c,b2c3aed7d6713,0.69829839,3.21,0,0.03
9435,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9435,adf8390b98a9372c260f90439e7e5ac244ca936f6f2a15477560b64b4e6509dc,adf8390b98a93,0.67956883,3.02,0,0.03
9436,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9436,fb3028876e69e377db237271f5132bea420d756a6457390856a2de93a091597c,fb3028876e69e,0.98120359,51.60,0,0.03
9437,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9437,74f843a908acb5baf13335c2f4012caa7c35190e50a871b2264e5fab3e639b35,74f843a908acb,0.45691321,1.78,0,0.03
9438,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9438,c40731be9fc7a03235b286725075e7a88458bfa75842952b65fcd1e5733c739e,c40731be9fc7a,0.76573478,4.14,0,0.03
9439,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9439,e9566f8c7ad51401d3997a83f12345f2c0154ce44be271f00f9e25ddbf009f30,e9566f8c7ad51,0.91147515,10.95,0,0.03
9440,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9440,5a781e2dedf527a1f1b35920fe7e954b56804fa84653cd1ff024b516d21abd89,5a781e2dedf52,0.35339535,1.50,0,0.03
9441,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9441,7b28868a98e3064bc39d5a796cb34453b14f15eda8c076c168c6ca94e0ac1933,7b28868a98e30,0.48108712,1.86,0,0.03
9442,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9442,3d3556dfa91cfc37594c0249e3f5fc32f20ff8bb03525cbbcecca11e4e6c2663,3d3556dfa91cf,0.23909514,1.27,0,0.03
9443,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9443,3a0a64d6779416a5a84c6937b4fcfb585cc87434e3f1b78a5eadbd704e2ac480,3a0a64d677941,0.22672110,1.25,0,0.03
9444,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9444,7bf630f7fb1c41431027d567d5d8e1fb6cbe2e5af7b4a6091f05bb4cab6c0092,7bf630f7fb1c4,0.48422533,1.88,0,0.03
9445,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9445,f0f90591b28de12c3df1a1704db666d5c9c44affbfed18909f7b07e9318099cc,f0f90591b28de,0.94129977,16.52,0,0.03
9446,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9446,095d1c52157e9a4176d4eb34e1951038da77c9d51756f8c87838a98a7501cdff,095d1c52157e9,0.03657701,1.00,0,0.03
9447,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9447,99e8f098198cfc40336044d9e60756084f8bb208eea18f670ece9a1a32c8de24,99e8f098198cf,0.60121063,2.43,0,0.03
9448,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9448,fb570392a1aa1d1de0814d035da814701ba1399c1b96b85824444581a81af825,fb570392a1aa1,0.98179648,53.28,0,0.03
9449,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9449,1e2ac30b90e1eea687432393d311559b08d127014abe769664a0884cdd4e79c5,1e2ac30b90e1e,0.11783999,1.09,0,0.03
9450,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9450,40e1c2a016eecfc19422edba3adc3bd3bab154b8db39eea8c27d43ca6de65178,40e1c2a016eec,0.25344483,1.29,0,0.03
9451,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9451,8af52a4ea5b1d4c9e72fa46a583f3ab7093d47e419d71c11eb53a041e8c3d1d4,8af52a4ea5b1d,0.54280343,2.12,0,0.03
9452,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9452,b5343bc2ab7fab10b1d69954855af3123f4413b1d73b04a0bcae9e247d2c2a3f,b5343bc2ab7fa,0.70782827,3.31,0,0.03
9453,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9453,51af3c2a8b7371ac74057109bad4bc3f104c7e96ef29a1f776010aee55026221,51af3c2a8b737,0.31908012,1.42,0,0.03
9454,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9454,ea7c7174442de2738e11e4d277c93266a73f3d98ba6b4b53e7446becba31d403,ea7c7174442de,0.91596135,11.54,0,0.03
9455,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9455,b86727826b64de2ade95f0c510773aa0c05626788c1496ddbf9994861c8e8aa6,b86727826b64d,0.72032401,3.46,0,0.03
9456,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9456,b619fc5a1594643f32174f6b0a5aa8df8d2cddbcf5c7e8617fb1a02001875e88,b619fc5a15946,0.71133401,3.36,0,0.03
9457,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9457,34b110ca5a7c48592f421e2b3fce729b9e02c18ef2b496519d4d57ebfef1b7a1,34b110ca5a7c4,0.20582681,1.22,0,0.03
9458,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9458,b9d194f500d8007e3f62d07593f1f56509ae834430e935bbf41a6fea7862caf8,b9d194f500d80,0.72585422,3.53,0,0.03
9459,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9459,fb20aa77909f95db928903b69d1420cabc831287cddfdb197d8b746c2a4ef21d,fb20aa77909f9,0.98096719,50.96,0,0.03
9460,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9460,8ef2b51cedc99b22008a30ab626aae59994ab9c20aae8ee9a0cc015a949880be,8ef2b51cedc99,0.55839092,2.19,0,0.03
9461,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9461,77d96865ffa3960d1c24c79cca7e00c2df6eab222941648bf974f6c94d03957a,77d96865ffa39,0.46816113,1.82,0,0.03
9462,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9462,514a4d445ee7aecaadd14cce064c634698f80b6c3a2b010933c1904ffde94988,514a4d445ee7a,0.31754001,1.42,0,0.03
9463,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9463,1c6c28c65235e5ece12aead6c46626190c65a1826c2dc745f5f5023bdd7a61a2,1c6c28c65235e,0.11102538,1.09,0,0.03
9464,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9464,38f91ba726b55921e790447e7765de9aeb51c2cdbd6b6c29134f51881cdefe8b,38f91ba726b55,0.22255109,1.24,0,0.03
9465,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9465,2d6d65287c95a782bf500567d3475dc7dde907f4d5b90a318e0835ad1270a74e,2d6d65287c95a,0.17745049,1.17,0,0.03
9466,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9466,dadabda5a971a596c1a9d869008605d03ef0fe02a0b4474b35cdc9d98eabedaa,dadabda5a971a,0.85490022,6.68,0,0.03
9467,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9467,c3808134a7864c80e2f1ff1c2b112ba39b83bf065426050263badad474ca214d,c3808134a7864,0.76367958,4.10,0,0.03
9468,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9468,ac0c25d8eca4af4678cf0fe0ba71e0ca8f926c266dde0ba6a8d3f66f80b9d2d7,ac0c25d8eca4a,0.67206036,2.95,0,0.03
9469,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9469,fb9616c5aeef131795a444b5639d7c561b942204cccd9a0be5fc5c9bd02dfaf0,fb9616c5aeef1,0.98275893,56.26,0,0.03
9470,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9470,9b7e0f213de3c1faa1c8f3a083d03fcead95f49492448e0abdd03f7e0c6c1cf3,9b7e0f213de3c,0.60739226,2.47,0,0.03
9471,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9471,cb2a7c9ccc60c6547ad3697f21b00cfc4889ef49b131112d5c206f8b19d2631f,cb2a7c9ccc60c,0.79361705,4.70,0,0.03
9472,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9472,26f1ed98f4c844d24fbff800f8491def59fd920461092484cc3909ac1d967fee,26f1ed98f4c84,0.15212903,1.14,0,0.03
9473,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9473,49f9c9e35d444527b8cbeaf396e83bffe0470aa896d2c32966ea323ce6432499,49f9c9e35d444,0.28896772,1.36,0,0.03
9474,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9474,85761d171818d089bf4473f468d155014ebdccc863da5a42351dff1cacc6b986,85761d171818d,0.52133352,2.02,0,0.03
9475,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9475,21aeb500fed40701b7248a2ac29ede403798ff629f9b0ba4aeca0682db9096d4,21aeb500fed40,0.13157207,1.11,0,0.03
9476,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9476,bb911526a64a573df1a5eb3292366f11245954d4321e4f5052c614afbe871198,bb911526a64a5,0.73268254,3.62,0,0.03
9477,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9477,c8654a4cad8def76a37ed493ebdd81087ba62760e12a2473117625e1f821c7f8,c8654a4cad8de,0.78279557,4.46,0,0.03
9478,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9478,49e39a9b38b2ec0132ab9ecd7be10fee0dec2eb445405f7c9ba043dbae07637c,49e39a9b38b2e,0.28862921,1.36,0,0.03
9479,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9479,a9eea73fe5ceb1fbeaf3593898e1d5c7a3593a380e625c8639e662667fbcd7e1,a9eea73fe5ceb,0.66379781,2.88,0,0.03
9480,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9480,b7cae31e9456e31444f83eec7600f43987675c7bcd8d4c242812aa0aa3659ab1,b7cae31e9456e,0.71793956,3.43,0,0.03
9481,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9481,9697ae51f9ff4c9e472fda16ba75da98369772938af00493d11e3e1f91eb4414,9697ae51f9ff4,0.58825197,2.35,0,0.03
9482,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9482,8193adf0d319f43799162d531f26141d08fe1d544c9de0119705d3a5ac634887,8193adf0d319f,0.50615966,1.96,0,0.03
9483,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9483,ab6f54df3780e3d41d4e3e6fa77cebedc9f5c402089e612b2df2a54d400b4c41,ab6f54df3780e,0.66966753,2.93,0,0.03
9484,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9484,3ef323ce5b0b1a7d90944ab17816d24c2565e82e30e338380646d888e7b8f5d7,3ef323ce5b0b1,0.24589752,1.28,0,0.03
9485,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9485,33fdc4180bcb8a410b36346a62f90716091c28a36f2b31f26e74a19a6437c45a,33fdc4180bcb8,0.20309091,1.21,0,0.03
9486,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9486,f15d395715802a1a8fa92193bad94991d01e2f4ced69b06882c7401dee5dafc0,f15d395715802,0.94282874,16.96,0,0.03
9487,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9487,493674b89932de007b494c5f6a8f86eb3df9b66d067d03bf445d0f456ce46b4b,493674b89932d,0.28598718,1.35,0,0.03
9488,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9488,05a7fae842e2f5bb14ed2af545e3852bd141fde9ff7a7aa3e4ddb42d2352217b,05a7fae842e2f,0.02209442,1.00,1,0.03
9489,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9489,5f8e17c0a6f18d4e3cb9928306e8f4a89f615ce49ed57335332d277c8906e89c,5f8e17c0a6f18,0.37326191,1.54,0,0.03
9490,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9490,e6a7e87d63d6aa40ad93cb127d12b1e4a6b07f6effc680da966af01e41ceebd2,e6a7e87d63d6a,0.90099958,9.79,0,0.03
9491,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9491,5d30e87d8d361ea6a362ca0d60b19e125e170d8958286e66e4f7532110a05aee,5d30e87d8d361,0.36402753,1.52,0,0.03
9492,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,9492,b2970b81ca3e3534d71f98f437c2106090a67ea0d25a0be3403bade177e79295,b2970b81ca3e3,0.69761726,3.20,0,0.03
